order_id,order_date,customer_id,product_id,store_id,region,sales_channel,quantity,unit_price,discount,payment_method,order_status
O106140,25-11-2024,C5613,P1227,S230,East,Online,5,5382,0,Credit Card,Completed
O106141,03-08-2024,C6830,P1027,S240,North,Online,4,5053,0,UPI,Completed
O106142,27-08-2024,C5344,P1032,S215,East,Online,1,2864,0,Cash,Completed
O106143,20-06-2025,C6807,P1142,S217,West,Online,3,11011,0,UPI,Cancelled
O106144,06-08-2025,C5194,P1092,S237,North,Online,5,9784,0,Credit Card,Cancelled
O106145,12-02-2025,C6804,P1221,S239,West,Store,2,17898,0,Cash,Completed
O106146,29-10-2024,C6455,P1086,S222,East,Store,5,9673,0,UPI,Completed
O106147,22-03-2024,C5095,P1202,S220,South,Store,4,15754,0,Credit Card,Cancelled
O106148,24-02-2024,C5946,P1126,S227,North,Online,2,13666,0,Cash,Completed
O106149,28-10-2024,C5615,P1183,S243,South,Store,3,3139,0,UPI,Completed
O106150,24-03-2025,C6394,P1171,S212,West,Online,5,20278,457,UPI,Completed
O106151,16-08-2025,C5508,P1073,S242,North,Online,2,5249,0,Debit Card,Completed
O106152,02-12-2024,C6018,P1142,S208,East,Store,2,11011,0,Debit Card,Cancelled
O106153,04-02-2025,C6615,P1205,S211,West,Store,4,3522,0,UPI,Completed
O106154,28-01-2024,C6077,P1232,S247,North,Store,1,4324,0,Cash,Completed
O106155,31-01-2025,C5916,P1226,S236,West,Online,4,19224,0,UPI,Cancelled
O106156,13-11-2025,C6673,P1020,S236,West,Online,5,10169,0,Debit Card,Completed
O106157,15-11-2024,C6131,P1144,S207,North,Store,2,21604,167,Cash,Completed
O106158,17-11-2024,C6247,P1180,S223,West,Store,3,6796,0,Credit Card,Completed
O106159,03-08-2024,C5512,P1023,S211,West,Store,5,11148,0,UPI,Completed
O106160,18-08-2025,C5812,P1080,S229,South,Store,2,5303,0,UPI,Cancelled
O106161,07-10-2024,C5345,P1062,S246,north,online,4,17006,0,Cash,Completed
O106162,29-03-2024,C5582,P1049,S222,East,Store,3,4384,0,Credit Card,Completed
O106163,16-06-2025,C5556,P1113,S200,West,Online,4,2267,0,Credit Card,Completed
O106164,26-08-2024,C5080,P1197,S236,West,Store,2,16495,132,UPI,Completed
O106165,14-08-2025,C5457,P1024,S206,South,Online,3,15591,0,UPI,Completed
O106166,03-07-2024,C5567,,S209,West,Store,2,20469,0,UPI,Cancelled
O106167,03-09-2025,C6976,P1286,S228,South,Store,5,1267,104,Cash,Completed
O106168,01-07-2025,C6915,P1127,S239,West,Online,5,11658,0,Debit Card,Completed
O106169,28-07-2025,C5616,P1093,S234,East,Store,2,7635,493,Cash,Completed
O106170,21-05-2025,C5036,P1111,S248,West,Store,1,6965,0,Cash,Completed
O106171,12-09-2024,C5828,P1169,S226,North,Online,4,5160,0,Cash,Cancelled
O106172,28-03-2025,C6348,P1156,S208,East,Store,5,14997,0,Cash,Completed
O106173,08-06-2025,C5168,P1053,S249,East,Online,1,3129,0,Cash,Completed
O106174,11-08-2024,C6950,P1212,S238,East,Online,2,21743,0,Debit Card,Completed
O106175,05-10-2025,C5294,P1263,S216,East,Store,4,7564,109,Cash,Completed
O106176,31-05-2024,C6104,P1258,S224,East,Online,2,21780,0,UPI,Completed
O106177,29-10-2025,C6138,P1158,S215,East,Online,4,18699,0,UPI,Completed
O106178,29-08-2025,C6428,P1194,S208,East,Store,3,10696,0,Cash,Completed
O106179,05-04-2025,C5311,P1126,S206,South,Store,2,13666,0,Cash,Completed
O106180,15-01-2025,C5188,P1090,S219,North,Store,3,6496,0,UPI,Cancelled
O106181,23-10-2025,C6725,P1108,S221,North,Online,4,14233,0,Credit Card,Cancelled
O106182,11-09-2024,C5226,P1075,S202,East,Store,5,19286,0,UPI,Completed
O106183,28-01-2025,C5438,P1008,S220,South,Online,4,11489,0,Debit Card,Completed
O106184,11-09-2025,C6682,P1161,S242,North,Store,3,23914,0,Credit Card,Completed
O106185,29-07-2025,C6915,P1260,S207,North,Online,1,1933,0,Cash,Cancelled
O106186,24-11-2024,C5425,P1117,S215,East,Online,5,10710,0,Cash,Completed
O106187,17-03-2024,C6006,P1100,S236,West,Online,2,9778,0,Credit Card,Completed
O106188,10-03-2024,C6453,P1012,S235,North,Online,2,20263,0,UPI,Completed
O106189,21-12-2024,C5638,P1144,S206,South,Online,5,21604,0,Cash,Completed
O106190,17-02-2024,C6124,P1247,S223,West,Online,1,15686,0,Cash,Completed
O106191,12-01-2025,C5062,P1242,S212,West,Online,4,13862,0,Credit Card,Completed
O106192,27-03-2025,C5939,P1178,S227,North,Online,4,8635,277,Credit Card,Completed
O106193,03-01-2025,C6622,P1182,S203,East,Online,5,18616,0,UPI,Completed
O106194,17-05-2024,C5270,P1085,S215,East,Store,3,5647,0,Debit Card,Completed
O106195,02-10-2025,C6837,P1198,S244,East,Online,4,834,0,Debit Card,Completed
O106196,04-08-2024,C5014,P1029,S231,North,Online,5,21239,324,UPI,Completed
O106197,12-01-2024,C6219,P1035,S242,North,Store,1,21802,0,UPI,Completed
O106198,11-02-2024,C5146,P1181,S208,East,Store,1,4623,0,Cash,Completed
O106199,12-10-2025,C5329,P1096,S229,South,Online,5,16951,0,Debit Card,Completed
O106200,16-06-2024,C6792,P1050,S208,East,Store,1,11986,0,Debit Card,Cancelled
O106201,06-01-2024,C5031,P1051,S216,East,Online,3,16446,237,Debit Card,Completed
O106202,18-09-2024,,P1139,S225,South,Store,2,21395,444,Debit Card,Completed
O106203,16-10-2025,C6998,P1278,S207,North,Store,1,19013,103,UPI,Completed
O106204,31-10-2024,C5783,P1000,S223,West,Store,1,5850,0,Credit Card,Completed
O106205,12-03-2025,C6918,P1214,S210,North,Store,2,10921,131,Debit Card,Completed
O106206,20-11-2024,C6478,P1101,S212,West,Online,3,17061,0,Cash,Completed
O106207,09-08-2025,C5322,P1047,S235,North,Online,3,6278,285,Debit Card,Completed
O106208,18-02-2025,C5476,P1115,S235,North,Online,3,20308,311,Cash,Completed
O106209,15-11-2024,C5975,P1200,S214,West,Online,2,2422,0,UPI,Completed
O106210,29-09-2024,C6513,P1078,S210,North,Online,5,23389,0,Debit Card,Cancelled
O106211,27-09-2025,C6494,P1056,S241,South,Store,4,17229,0,Cash,Completed
O106212,20-07-2025,C5268,P1245,S217,West,Store,5,3373,0,UPI,Cancelled
O106213,21-10-2025,C6765,P1145,S242,North,Store,2,13495,0,Cash,Completed
O106214,07-06-2024,C6869,P1243,S216,East,Store,3,21225,0,Credit Card,Completed
O106215,05-02-2024,C6682,P1052,S246,North,Store,3,13741,0,UPI,Completed
O106216,29-08-2025,C5304,P1013,S243,South,Store,2,18762,0,Credit Card,Cancelled
O106217,01-05-2025,C6647,P1273,S237,North,Store,1,17610,0,UPI,Cancelled
O106218,06-11-2025,C5648,P1248,S214,West,Store,3,13480,457,Credit Card,Completed
O106219,02-05-2024,C6928,P1257,S239,West,Online,4,18316,0,Credit Card,Cancelled
O106220,03-11-2025,C5696,P1198,S226,North,Store,2,834,0,Cash,Completed
O106221,12-08-2024,C5206,P1294,S227,North,Online,5,16364,136,Credit Card,Completed
O106222,06-08-2024,C5137,P1158,S213,North,Store,2,18699,0,UPI,Completed
O106223,15-09-2024,C6515,P1038,S244,East,Online,2,22462,0,Debit Card,Completed
O106224,06-07-2025,C6291,P1233,S201,South,Store,4,12833,0,Credit Card,Completed
O106225,07-03-2025,C6252,P1146,S200,West,Online,4,13303,91,Credit Card,Completed
O106226,23-07-2025,C5347,P1160,S226,North,Store,3,17020,0,Debit Card,Completed
O106227,13-08-2024,C6102,P1268,S240,North,Store,5,5770,0,Debit Card,Completed
O106228,19-05-2025,C5030,P1117,S237,North,Store,5,10710,480,Credit Card,Completed
O106229,19-09-2025,C5345,P1172,S236,West,Online,1,15856,0,UPI,Completed
O106230,22-03-2024,C5060,P1029,S215,East,Store,4,21239,0,Credit Card,Completed
O106231,07-01-2025,C6133,P1072,S245,East,Store,-2,11213,0,Debit Card,Completed
O106232,04-01-2024,C6152,P1296,S226,North,Store,3,10596,0,UPI,Cancelled
O106233,03-01-2024,C6691,P1232,S229,South,Online,5,4324,0,UPI,Completed
O106234,31-12-2023,C6506,P1052,S227,North,Online,4,13741,0,Cash,Completed
O106235,10-07-2024,C5962,P1063,S239,West,Store,4,17739,0,Credit Card,Completed
O106236,28-04-2024,C5545,P1086,S208,East,Store,5,9673,0,Debit Card,Completed
O106237,14-04-2025,C5146,P1048,S201,South,Online,4,16836,0,UPI,Cancelled
O106238,11-09-2024,C6160,P1129,S200,West,Online,4,5589,227,Credit Card,Completed
O106239,26-01-2025,C6323,P1010,S234,East,Online,5,8826,416,Debit Card,Cancelled
O106240,08-03-2025,C6108,P1010,S229,South,Online,3,8826,237,Credit Card,Completed
O106241,26-11-2024,C5465,P1279,S219,North,Store,2,5899,330,UPI,Completed
O106242,07-12-2024,C6751,P1039,S217,West,Store,5,3162,0,Cash,Completed
O106243,17-11-2025,C6498,P1163,S236,West,Store,5,11924,0,UPI,Completed
O106244,19-07-2024,C6960,P1170,S205,South,Online,4,13196,0,Credit Card,Completed
O106245,28-06-2024,C6870,P1184,S215,East,Online,2,23546,0,Credit Card,Completed
O106246,04-05-2024,C5870,P1013,S207,North,Store,2,18762,0,UPI,Completed
O106247,11-04-2025,C5315,P1255,S229,South,Online,1,14851,0,UPI,Completed
O106248,30-06-2025,C6472,P1060,S228,South,Store,4,10490,0,Cash,Completed
O106249,24-06-2024,C6754,P1237,S240,North,Online,5,21100,395,Credit Card,Cancelled
O106250,01-06-2025,C5112,P1248,S210,North,Online,4,13480,0,Cash,Completed
O106251,26-09-2025,C6465,P1062,S240,North,Online,4,17006,0,Credit Card,Cancelled
O106252,18-10-2024,C6883,P1007,S209,West,Store,-4,15969,0,Cash,Completed
O106253,17-12-2024,C6736,P1173,S215,East,Store,1,7396,0,Cash,Cancelled
O106254,15-02-2025,C5315,P1115,S222,East,Online,5,20308,0,Debit Card,Completed
O106255,23-07-2024,C6544,P1084,S207,North,Store,4,18967,0,Debit Card,Completed
O106256,28-07-2024,C5351,P1283,S205,South,Online,2,17954,0,Debit Card,Completed
O106257,16-10-2025,C5608,P1086,S237,North,Online,3,9673,394,Cash,Cancelled
O106258,14-05-2024,C6506,P1282,S246,North,Online,4,19507,388,Cash,Completed
O106259,08-05-2025,C5093,P1021,S249,East,Online,4,11470,274,Debit Card,Completed
O106260,02-12-2025,C6611,P1158,S248,West,Store,2,18699,57,Debit Card,Cancelled
O106261,27-09-2024,C5662,P1050,S227,North,Store,3,11986,459,Debit Card,Cancelled
O106262,20-05-2024,C6263,P1286,S244,East,Store,4,1267,0,Cash,Completed
O106263,20-12-2025,C6522,P1241,S222,East,Online,4,19467,0,Credit Card,Completed
O106264,23-12-2025,C5658,P1258,S214,West,Store,1,21780,441,Credit Card,Completed
O106265,01-05-2025,C5666,P1108,S212,West,Online,3,14233,260,UPI,Completed
O106266,31-10-2025,C5715,P1091,S215,East,Online,2,12784,129,Cash,Completed
O106267,06-03-2025,C6551,P1225,S234,East,Online,1,14610,0,UPI,Completed
O106268,07-06-2024,C6852,P1006,S221,North,Online,1,17945,0,Credit Card,Completed
O106269,31-10-2024,C6523,P1117,S224,East,Online,1,10710,0,Debit Card,Cancelled
O106270,05-03-2025,C6722,P1027,S210,North,Store,2,5053,0,Cash,Completed
O106271,10-08-2025,C5196,P1151,S242,North,Store,4,12508,0,Cash,Completed
O106272,05-06-2025,C5435,P1068,S205,South,Store,2,11524,0,Cash,Completed
O106273,09-03-2024,C6523,P1212,S238,East,Store,5,21743,298,Cash,Completed
O106274,04-04-2024,C6114,P1097,S232,North,Store,2,8915,0,Cash,Completed
O106275,02-09-2024,C6505,P1116,S217,West,Store,4,5919,0,Cash,Cancelled
O106276,24-12-2024,C5331,P1216,S248,West,Store,4,19992,0,Debit Card,Completed
O106277,14-05-2024,C5346,P1221,S215,East,Online,1,17898,406,Debit Card,Completed
O106278,01-07-2025,C6076,P1169,S230,East,Store,2,5160,0,UPI,Cancelled
O106279,02-07-2025,C5951,P1261,S200,West,Online,2,22756,378,Cash,Completed
O106280,29-10-2025,C6879,P1135,S248,West,Online,4,18707,0,UPI,Completed
O106281,12-03-2024,C6134,P1056,S212,West,Store,3,17229,0,Debit Card,Completed
O106282,10-10-2025,C6500,P1174,S205,South,Online,5,21347,400,Cash,Completed
O106283,02-02-2025,C5248,P1219,S237,North,Online,2,11028,0,Cash,Cancelled
O106284,27-02-2024,C5375,P1044,S208,East,Online,4,11357,0,Cash,Completed
O106285,20-08-2024,C6707,P1247,S211,West,Online,2,15686,147,Credit Card,Cancelled
O106286,10-04-2025,C6956,P1264,S206,South,Online,5,5155,0,Credit Card,Completed
O106287,12-05-2025,C6617,P1177,S220,South,Store,4,4568,462,Credit Card,Completed
O106288,21-03-2024,C5730,P1160,S236,West,Store,2,17020,314,Cash,Completed
O106289,27-08-2024,C5424,P1096,S227,North,Store,3,16951,458,UPI,complete
O106290,17-05-2025,C6442,P1168,S232,North,Online,4,11993,0,UPI,Completed
O106291,12-08-2025,C6463,P1272,S224,East,Store,3,21727,0,Cash,Completed
O106292,31-01-2024,C6707,P1101,S210,North,Store,4,-17061,0,UPI,Completed
O106293,12-06-2025,C5986,P1033,S229,South,Online,5,16111,0,UPI,Completed
O106294,05-07-2024,C6648,P1101,S206,South,Online,3,17061,0,Credit Card,Completed
O106295,26-04-2024,C6273,P1013,S201,South,Online,4,18762,0,Cash,Completed
O106296,15-09-2024,C5508,P1026,S222,East,Store,5,5942,0,Debit Card,Cancelled
O106297,14-05-2025,C6028,P1262,S229,South,Store,2,11478,269,UPI,Completed
O106298,23-08-2024,C5960,P1133,S213,North,Store,2,14458,107,Cash,Completed
O106299,28-04-2024,C5926,P1193,S204,North,Online,4,18061,0,Cash,Completed
O106300,28-03-2024,C5700,P1229,S221,North,Online,4,23069,474,UPI,Cancelled
O106301,11-06-2025,C6282,P1019,S230,East,Store,2,11005,0,Cash,Completed
O106302,24-09-2025,C6351,P1112,S209,West,Store,5,14915,489,Cash,Completed
O106303,18-07-2025,C5676,P1250,S215,East,Online,5,4746,0,Credit Card,Completed
O106304,29-04-2024,C6224,P1147,S216,East,Online,3,10106,0,Credit Card,Completed
O106305,07-05-2025,C6013,P1270,S233,North,Online,3,19833,0,Debit Card,Completed
O106306,22-06-2024,C6437,P1246,S238,East,Online,1,22713,0,UPI,Completed
O106307,24-04-2025,C5984,P1155,S221,North,Online,2,15032,0,Credit Card,Cancelled
O106308,28-01-2025,C5320,P1071,S248,West,Online,5,5086,408,Debit Card,Cancelled
O106309,04-12-2025,C6741,P1018,S224,East,Online,3,14106,489,Cash,Completed
O106310,19-10-2025,C5395,P1075,S207,North,Online,3,19286,0,UPI,Completed
O106311,26-02-2024,C5621,P1290,S231,North,Online,2,5987,0,Cash,Cancelled
O106312,28-05-2024,C5084,P1182,S204,North,Store,2,18616,0,Credit Card,Completed
O106313,18-03-2025,C6907,P1181,S216,East,Store,2,4623,0,UPI,Completed
O106314,03-12-2024,C6912,P1223,S234,East,Store,5,4729,0,UPI,Completed
O106315,31-07-2025,C6185,P1071,S235,North,Store,5,5086,0,Debit Card,Completed
O106316,14-02-2025,C6177,P1194,S244,East,Online,4,10696,0,Debit Card,Completed
O106317,18-12-2024,C5815,P1055,S210,North,Store,3,21841,0,Debit Card,Completed
O106318,01-05-2025,C5619,P1097,S249,East,Store,1,8915,0,Cash,Completed
O106319,23-06-2025,C6374,P1160,S211,West,Store,2,17020,259,Debit Card,Completed
O106320,27-11-2024,C5816,P1139,S221,North,Online,5,21395,0,Cash,Completed
O106321,28-03-2024,C6376,P1057,S226,North,Online,4,12244,0,Debit Card,Completed
O106322,15-11-2024,C6736,P1077,S236,West,Online,2,5894,0,Credit Card,Cancelled
O106323,28-11-2025,C6703,P1208,S225,South,Store,2,11265,0,Debit Card,Completed
O106324,14-07-2024,C6881,P1168,S203, EAST ,online,1,11993,0,Credit Card,Completed
O106325,28-07-2025,C6218,P1113,S243,South,Store,2,2267,0,Debit Card,Completed
O106326,13-02-2024,C6660,P1133,S228,South,Online,1,14458,0,Debit Card,Cancelled
O106327,24-08-2024,C6874,P1133,S225,South,Online,2,14458,0,Cash,Completed
O106328,24-08-2025,C5250,P1215,S222,East,Online,5,16425,405,Cash,Completed
O106329,12-02-2025,C5729,P1242,S218,North,Online,3,13862,0,Credit Card,Completed
O106330,24-10-2024,C5782,P1122,S222,East,Online,1,4929,0,Cash,Completed
O106331,09-03-2024,C5983,P1114,S222,east, ONLINE ,5,15114,0,UPI,Completed
O106332,19-04-2025,C5916,P1172,S247,North,Store,1,15856,97,Debit Card,Completed
O106333,22-01-2025,C5552,P1279,S221,North,Online,5,5899,0,Credit Card,Completed
O106334,24-06-2025,C5691,P1109,S247,North,Store,2,5046,0,Debit Card,Completed
O106335,21-04-2024,C6296,P1290,S231,North,Store,2,5987,0,UPI,Completed
O106336,18-07-2025,C5051,P1258,S212,West,Store,4,21780,0,UPI,Cancelled
O106337,16-02-2025,C5067,P1003,S227,North,Online,3,1494,0,Debit Card,Cancelled
O106338,03-08-2025,C6022,P1228,S229,South,Store,4,13342,0,Debit Card,Cancelled
O106339,23-10-2024,C5912,P1128,S245,East,Store,5,10078,0,Debit Card,Completed
O106340,02-01-2025,C6322,P1189,S201,South,Online,-3,23820,0,UPI,Completed
O106341,28-01-2024,C6335,P1048,S221,North,Store,5,16836,0,Debit Card,Cancelled
O106342,08-02-2024,C5234,P1159,S210,North,Online,2,18152,0,Cash,Completed
O106343,14-01-2024,C6165,P1036,S227,North,Store,3,11836,0,Cash,Cancelled
O106344,29-01-2025,C5394,P1024,S237,North,Store,5,15591,0,UPI,Completed
O106345,10-11-2024,C5837,P1218,S220,South,Store,5,15354,0,UPI,Completed
O106346,11-02-2024,C6434,P1241,S206,South,Online,2,19467,0,Cash,Completed
O106347,19-10-2025,C6053,P1166,S203,East,Store,4,1640,0,Debit Card,Cancelled
O106348,24-07-2024,C6595,P1181,S233,North,Store,5,4623,0,Credit Card,Completed
O106349,30-05-2025,C5390,P1152,S241,South,Online,5,11737,0,Debit Card,Completed
O106350,26-09-2024,C6247,P1142,S211,West,Store,2,11011,0,Credit Card,Completed
O106351,30-07-2024,C6195,P1129,S233,North,Store,1,5589,0,UPI,Completed
O106352,14-12-2025,C5198,P1100,S222,East,Online,4,9778,0,Cash,Completed
O106353,07-01-2025,C5785,P1235,S247,North,Online,1,21005,0,Cash,Cancelled
O106354,05-10-2024,C6414,P1115,S224,East,Online,1,20308,0,Credit Card,Completed
O106355,07-12-2024,C5494,P1007,S223,West,Store,3,15969,363,UPI,Completed
O106356,06-02-2024,C5162,P1000,S224,East,Online,3,5850,154,Cash,Completed
O106357,03-07-2025,C6439,P1057,S249,East,Store,2,12244,0,Cash,Completed
O106358,12-06-2025,C6129,P1005,S209,West,Online,5,15987,0,Debit Card,Completed
O106359,23-01-2025,C5268,P1111,S223,West,Store,5,6965,172,UPI,Completed
O106360,17-10-2025,C5697,P1175,S209,West,Store,3,20666,0,Cash,Cancelled
O106361,10-09-2024,C6300,P1068,S228,South,Store,4,11524,0,Cash,Completed
O106362,05-09-2024,C6253,P1286,S228,South,Store,2,1267,0,Credit Card,Completed
O106363,27-12-2025,C6314,P1079,S236,West,Store,-5,9159,0,UPI,Completed
O106364,02-04-2025,C5026,P1278,S207,North,Online,1,19013,0,Cash,Completed
O106365,03-12-2024,C5644,P1271,S202,East,Online,5,14975,0,Debit Card,Completed
O106366,22-05-2025,C5147,,S243,South,Store,4,3162,0,Cash,Completed
O106367,09-01-2025,C5821,P1251,S243,South,Store,2,8279,0,Credit Card,Completed
O106368,28-09-2025,C6557,P1118,S216,East,Store,4,23140,120,Debit Card,Completed
O106369,06-02-2025,C5108,P1052,S247,North,Online,2,13741,0,UPI,Cancelled
O106370,13-07-2024,C6956,P1126,S217,West,Online,4,13666,235,Cash,Completed
O106371,10-01-2024,C5629,P1162,S211,West,Store,5,8893,0,Debit Card,Cancelled
O106372,29-06-2024,C5304,P1201,S228,South,Online,3,6002,0,Cash,Completed
O106373,18-06-2025,C5477,P1110,S243,South,Store,1,5745,0,UPI,Completed
O106374,05-05-2024,C6498,P1212,S222,East,Online,1,21743,318,Cash,Completed
O106375,14-09-2024,C6762,P1032,S228,South,Online,4,2864,0,Cash,Completed
O106376,31-01-2025,C6361,P1011,S228,South,Store,1,6770,0,UPI,Completed
O106377,12-08-2025,C5704,P1185,S243,South,Store,1,7628,0,Debit Card,Completed
O106378,19-06-2025,C6867,P1005,S208,East,Online,5,15987,172,UPI,Completed
O106379,09-07-2025,C6091,P1137,S204,North,Store,4,8938,0,Cash,Completed
O106380,18-02-2025,C6089,P1020,S240,North,Store,2,10169,0,UPI,Cancelled
O106381,04-11-2025,C5446,P1272,S226,North,Store,1,21727,0,Credit Card,Cancelled
O106382,09-07-2025,C6434,P1102,S215,East,Store,4,11805,0,Debit Card,Completed
O106383,12-02-2025,C6364,P1114,S227,North,Store,1,15114,0,Debit Card,Cancelled
O106384,09-03-2024,C6964,P1138,S214,West,Store,2,8919,0,Credit Card,Completed
O106385,02-07-2024,C5339,P1294,S246,North,Store,4,16364,0,Cash,Completed
O106386,01-05-2025,C5416,P1207,S237,North,Store,2,17879,144,Cash,Completed
O106387,20-04-2024,C6085,P1273,S234,East,Store,2,17610,70,Credit Card,Completed
O106388,15-09-2025,C5241,P1115,S246,North,Store,4,20308,0,UPI,Completed
O106389,26-03-2025,C5375,P1067,S242,North,Online,4,18554,0,Debit Card,Completed
O106390,24-03-2024,C5513,P1136,S219,North,Online,2,3271,0,Cash,Cancelled
O106391,25-03-2025,C6160,P1122,S205,South,Online,3,4929,0,UPI,Completed
O106392,24-07-2025,C6075,P1206,S230,East,Online,5,21502,0,Debit Card,Completed
O106393,11-11-2025,C6034,P1288,S234,East,Online,2,10267,0,Cash,Completed
O106394,01-10-2025,C5589,P1167,S224,East,Store,4,14354,0,Cash,Completed
O106395,07-01-2024,C5334,P1171,S228,South,Store,3,20278,0,Cash,Completed
O106396,01-04-2024,C6850,P1094,S221,North,Store,3,3783,0,UPI,Completed
O106397,21-07-2024,C6769,P1267,S201,South,Online,1,14604,0,Debit Card,Completed
O106398,19-07-2024,C6725,P1136,S228,South,Store,3,3271,0,Debit Card,Cancelled
O106399,09-03-2024,C6677,P1130,S211,West,Store,5,9394,0,Debit Card,Cancelled
O106400,27-09-2024,C6103,P1291,S211,West,Online,1,12542,264,Cash,Cancelled
O106401,06-12-2024,C5792,P1144,S201,South,Store,3,21604,0,Cash,Cancelled
O106402,24-03-2025,C5175,P1041,S238,East,Online,1,15445,0,Debit Card,Completed
O106403,29-04-2025,C6337,P1066,S223,West,Store,1,17713,0,Credit Card,Completed
O106404,20-08-2024,C6954,P1079,S243,South,Online,1,9159,111,Credit Card,Completed
O106405,29-12-2024,C5424,P1264,S201,South,Online,2,5155,0,UPI,Cancelled
O106406,03-02-2024,C6896,P1266,S230,East,Store,3,15728,0,Debit Card,Completed
O106407,03-04-2024,C5907,P1175,S219,North,Store,3,20666,485,Credit Card,Completed
O106408,28-12-2023,C6125,P1120,S248,West,Store,3,20523,72,Debit Card,Completed
O106409,26-09-2024,C6631,P1240,S201,South,Store,1,9126,0,Debit Card,Completed
O106410,27-10-2025,,P1092,S248,West,Online,4,9784,0,Credit Card,Completed
O106411,09-09-2024,C5955,P1065,S244,East,Store,2,3007,0,UPI,Completed
O106412,14-06-2025,C5161,P1174,S232,North,Store,1,21347,0,Debit Card,Completed
O106413,14-09-2025,C6790,P1281,S238,East,Store,4,12731,0,Cash,Cancelled
O106414,31-01-2024,C6856,P1105,S219,North,Store,3,10648,296,UPI,Completed
O106415,23-07-2025,C5094,P1228,S240,North,Store,4,13342,0,Cash,Completed
O106416,09-01-2024,C5320,P1279,S230,East,Online,5,5899,0,UPI,Completed
O106417,25-07-2024,C5418,P1283,S226,North,Online,3,17954,0,Credit Card,Cancelled
O106418,10-11-2025,C5182,P1247,S216,East,Store,2,15686,372,Cash,Completed
O106419,18-10-2025,C5885,P1165,S221,North,Online,1,21855,0,Credit Card,Completed
O106420,08-04-2025,C6200,P1055,S220,South,Online,1,21841,0,UPI,Completed
O106421,06-02-2024,C5568,P1211,S241,South,Online,5,17552,311,Cash,Completed
O106422,05-02-2025,C5797,P1277,S219,North,Store,5,2790,0,Cash,Completed
O106423,09-03-2024,C6118,P1198,S246,North,Online,5,834,0,Debit Card,Completed
O106424,11-07-2025,C5806,P1062,S209,West,Online,4,17006,0,UPI,Cancelled
O106425,09-10-2025,C6892,P1055,S247,North,Store,5,21841,301,Debit Card,Completed
O106426,06-07-2024,C6035,P1018,S221,North,Store,2,14106,0,Credit Card,Completed
O106427,03-03-2025,C5809,P1155,S211,West,Store,4,15032,0,UPI,Completed
O106428,09-10-2025,C5806,P1035,S234,East,Online,1,21802,0,UPI,Completed
O106429,02-09-2025,C6465,P1134,S207,North,Online,2,8636,0,Credit Card,Cancelled
O106430,10-12-2025,C6495,P1123,S247,North,Store,4,15348,0,Debit Card,complete
O106431,07-04-2024,C5338,P1175,S224,East,Store,1,20666,0,Credit Card,Completed
O106432,21-08-2024,C6175,P1262,S215,East,Online,2,11478,0,UPI,Cancelled
O106433,05-09-2025,C5011,P1118,S216, EAST , ONLINE ,3,23140,0,Cash,Completed
O106434,02-11-2025,C5791,P1026,S239,West,Online,3,5942,0,Debit Card,Completed
O106435,17-02-2024,C5943,P1193,S222,East,Online,5,18061,0,UPI,Cancelled
O106436,03-02-2024,C6083,P1088,S200,West,Online,5,21299,0,Debit Card,Completed
O106437,30-11-2025,C5803,P1140,S224,East,Store,4,18510,359,Cash,Cancelled
O106438,28-12-2023,C6460,P1086,S219,North,Online,5,9673,0,UPI,Completed
O106439,19-11-2025,C6859,P1292,S226,North,Store,5,23214,0,Cash,Cancelled
O106440,07-09-2025,C6841,P1192,S240,North,Store,3,20500,0,UPI,Cancelled
O106441,29-05-2024,C5739,P1253,S216,East,Online,5,20605,0,UPI,Completed
O106442,22-08-2024,C5654,P1027,S233,North,Store,2,5053,0,Credit Card,Cancelled
O106443,15-01-2024,C5028,P1061,S218,North,Online,5,22570,210,UPI,Cancelled
O106444,11-05-2025,C6192,P1248,S207,North,Online,4,13480,0,Cash,Completed
O106445,01-08-2024,C5802,P1239,S224,East,Online,3,20434,0,Debit Card,Completed
O106446,21-12-2025,C6810,P1023,S228,South,Online,4,11148,0,Debit Card,Completed
O106447,08-10-2024,C6548,P1075,S249,East,Online,3,19286,0,Cash,Cancelled
O106448,31-05-2024,C5447,P1172,S218,North,Online,4,15856,0,UPI,Completed
O106449,26-07-2024,C5302,P1230,S247,North,Online,5,12075,0,Debit Card,Completed
O106450,12-12-2024,C6956,P1260,S225,South,Store,5,1933,0,Debit Card,Completed
O106451,01-11-2025,C6169,P1011,S209,West,Online,2,6770,0,Credit Card,Cancelled
O106452,16-01-2025,C5725,P1027,S240,North,Store,5,5053,143,Cash,Completed
O106453,07-05-2025,C6292,P1277,S237,North,Online,3,2790,0,UPI,Completed
O106454,16-10-2024,C5841,P1021,S207,North,Store,1,11470,0,UPI,Completed
O106455,28-09-2024,C5063,P1295,S206,South,Store,2,3337,0,UPI,Completed
O106456,12-01-2024,C6739,P1139,S234,East,Online,1,21395,0,Debit Card,Completed
O106457,15-03-2024,C6212,P1171,S217,West,Store,5,20278,457,UPI,Completed
O106458,07-05-2024,C6493,P1213,S246,North,Store,5,14282,0,UPI,Completed
O106459,08-10-2024,C5738,P1124,S246,North,Online,4,18693,0,Debit Card,Completed
O106460,07-09-2024,C5751,P1144,S231,North,Online,4,21604,0,Cash,Completed
O106461,23-12-2025,C5261,P1108,S232,North,Store,2,14233,0,Credit Card,Completed
